0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
248.58197842965205,559.4032534764166,254.40125785852553,609.4989745684566,251.11352014576994,54.45181356024793,183.84776310850236,218.00917411888886,805.0,293.3888205095757,143.0314650697531,267.15164233071823,621.9228247942023,480.9365862564419,129.24782396620841,833.6695988219793,222.0923231451281,127.66362050325849,53.81449618829484,334.5100895339332
252.6697449240807,569.6990433553492,264.09278672466615,597.129801634452,260.155722597063,43.174066289845804,179.5466513193716,230.05434140654683,816.4141106080908,284.20063335608523,146.27713423498562,272.8681000043794,633.8177971625599,492.04572958211924,116.90166808048549,844.9591706112195,233.77339455121918,124.00403219250575,60.60528029800704,322.94271937914937
207.1955597979841,524.0047709706467,217.4971264177989,628.1687671318911,212.6240814207083,70.71067811865476,225.5770378385176,213.59073013593076,774.5062943578961,284.6225570821821,102.59142264341595,225.39077177204928,595.2654869887889,449.0044543208898,149.83324063771698,802.4288130420043,222.12158832495322,169.30741271426953,85.70297544426332,365.4531433713493
214.0840956259946,518.7725898695883,213.40337391897066,640.5201011677932,210.09759636892565,81.59656855530139,221.48814866714653,197.60819821049935,766.3171667136265,301.091348264941,112.05802068571441,229.53213282675696,585.2426847043882,441.51217423758544,160.822883943797,794.638282490845,205.7668583615933,164.97575579460153,75.13321502504735,373.001340480165
251.6445906432324,538.9638206781602,237.77720664521232,642.8786821788385,237.19190542680835,89.56003573022959,189.10843450253614,183.06829326784035,779.1514615272181,326.16713507035007,150.86417732516887,264.9150807334305,593.4930496644422,456.93106701120684,163.35544068074378,808.4311968250606,186.96791168540125,132.9661611087573,37.013511046643494,362.3768756419206
237.2172000509238,555.317026571309,249.28898892650673,605.70124649038,244.95101551126504,47.265209192385896,194.92819190666086,225.22211259110415,803.5185125434261,281.7800560721074,131.06105447462264,257.0933682536366,622.1133337262593,478.67421071121015,125.2836781069266,831.8329159152095,230.52114870440846,139.12943613772032,67.47592163134935,335.8005360329254
199.16073910286636,517.6040958106881,210.8885961829136,631.5354305183519,205.60155641434235,75.71657678474378,233.63646975590092,214.21951358361358,769.143029611528,283.0635970943632,94.76286192385707,217.3660507070964,590.7706830911635,443.41628296669484,154.35349040433132,796.8996172668174,223.57325421436258,177.36967046256808,93.00537618869137,371.3071504832623
221.30521909796886,511.3051926198286,208.07931180201456,656.214903823435,206.6131651178114,97.29337079164233,220.42912693199145,178.89941307897016,755.4032035939482,320.0624938976762,123.13001258832064,233.54871012274933,572.420300129197,431.6028266821245,175.86358349584486,784.1492204931405,186.81541692269406,164.13713778423212,68.18357573492314,384.15882132263994
249.80192152983932,562.1547829557265,257.00194551792794,606.347260239543,253.55867171130237,51.62363799656123,182.45547402037573,221.02036105300343,808.0006188116442,291.18550788114436,144.0,268.7824399026097,625.0199996800102,483.86981720293323,126.11502686040232,836.6438907922534,224.98222151983475,126.39620247459969,55.154328932550705,331.470964037576
254.77244748991205,533.0759795751446,233.89313799254566,654.1567090537252,234.35016535091245,101.71037311896953,191.4627901186024,171.14321488157222,771.0726295233154,337.91271062213684,156.21779668142807,266.1879035568671,584.4399028129411,449.7221364353772,175.03428235634297,800.5829126330389,174.82848738120455,135.95587519485872,36.68787265568828,371.7324306540929
246.89471440271862,533.1903975129335,231.94827009486403,646.9227156314732,231.40008643040736,92.13576938409967,194.81273059017474,180.0,773.6905065980841,326.84093990808435,146.84004903295286,259.6959760951255,588.3026432033091,451.313638171948,167.0359242797788,802.9202949234749,184.5670609832643,138.7155362603627,42.04759208325728,367.52823020823854
261.27571643763605,565.8639412438293,262.10303317588676,611.4188417116371,259.7306296916095,62.297672508690084,171.81967291320282,213.52751579129094,808.9109963401412,303.9161068452937,156.20499351813308,278.89065957826557,624.2707745842343,485.742730259548,132.45754036671525,837.9146734602516,216.18741869035765,115.41230437002807,41.10960958218893,331.5674893592555
248.16325271885037,542.3651906234396,239.774894432257,634.7826399642637,238.36526592605728,80.30566605165541,189.2828571212935,192.01041638411183,784.3551491511993,316.7412192942371,145.91093173576817,262.8345487183905,599.5731815216554,461.45855718579975,154.8709139896837,813.4328491031082,196.23710148695125,132.85330255586422,41.23105625617661,356.2653505464712
