0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
337.2595439717014,705.4991141029165,400.03124877939223,435.90136498983344,390.43693472826055,123.3288287465668,208.62646045025065,390.4830342025118,964.0798722097667,188.8279640307547,242.5881283162884,371.25866993243403,788.0463184356615,637.7342706801949,44.721359549995796,990.9722498637386,392.127530275547,184.36105879496353,207.15453169071634,188.875620449014
206.8912757948,471.34382355134346,171.29214809792072,696.8400103323575,172.35138525698017,137.87675656179326,253.83656159032725,148.94629904767692,713.4269408986459,348.28149534536,122.67436570041843,211.94574777522666,530.2499410655319,390.0833244321013,217.00691233230336,742.3058668769903,160.99689437998487,198.56736892047493,98.89893831583835,426.2980178232125
314.2308068920041,662.0030211411425,355.03802613241305,498.7514411006749,348.1292863290878,70.00714249274856,160.262285020525,324.99230760127233,913.8539270583675,235.8495283014151,210.77476129745705,343.1180554852805,733.1302749170845,588.4012236561035,29.206163733020468,941.8306641854468,325.61480310329875,124.52309022827855,140.0142849854971,226.25870149013053
281.46047679914136,599.7641203006395,294.61330587738223,576.584772605035,290.9450119868014,45.803929962395145,152.00328943809077,247.08095839218367,844.6360162815697,285.74814085134483,174.6568063374571,302.8811648155098,660.446061385788,520.9731279058451,100.17983829094555,873.4815395874145,248.12899870833317,98.00510190801293,63.788713735268246,295.4352720986443
258.2750471880704,580.8037534313978,274.7671741675122,584.5237377557904,270.27578507887085,33.1058907144937,175.0114281982751,242.1672975444868,828.4467393864255,275.77164466275354,151.46286673637206,279.9732130043873,646.2236454974392,503.8462066940665,104.39348638684312,856.8897245270246,245.45875417267155,120.50311199301038,68.47627326307996,310.85044635644323
308.65028754238995,640.8634800017863,334.619186538967,533.7049746817056,329.61189298931555,57.48912940721924,139.17614738165446,289.5272007946749,888.0005630628846,266.6927070618917,202.3857702507763,333.88021804233927,704.5182751355709,563.7463968842728,65.0,916.622605001644,289.26285623978754,94.86832980505137,103.39245620450265,251.55715056424057
284.76305940202286,609.2659517813219,303.4616944525289,563.6488268416781,299.1070042643602,40.496913462633174,151.64761785138597,260.1019031072245,855.6003740064634,275.80065264607333,177.89041570584965,307.6897788357618,672.1108539519355,531.4931796363901,87.28115489611719,884.2737132811311,261.15512631384433,99.72462083156798,76.53103945458993,284.0070421662111
207.85812469085735,452.2233961218725,156.26259949200897,719.9201344593719,159.66214329013624,160.96272860510285,269.7146640433182,131.0953851209111,691.7376670385963,368.14263540100865,133.41664064126334,208.2786594925174,507.6869113932326,369.2072588668863,240.07707095847366,720.850192481073,145.34441853748632,215.40659228538016,115.66330446602328,448.48745801861617
253.67104683033892,611.310068623117,305.2212312405544,527.8001515725437,296.23301639081353,37.64306044943742,209.990475974507,308.41530441921975,868.8964265089367,206.6325240614362,152.2957648787385,284.00352110493276,693.4118545280287,542.5605956941583,55.97320787662612,895.8442945065844,313.56179614232343,164.17673403987544,138.70832707519762,278.28941769316344
313.05750270517393,669.93283245412,363.2547315589984,480.71301209765477,355.10561809129405,80.52949770115296,180.5602392554906,344.58380693236296,924.963242512912,213.82469455140114,212.5088233462319,344.07557309405155,746.470361099488,598.9407316254255,7.280109889280518,952.4415992595032,346.11703223042923,147.5127113166862,161.25135658344087,218.55205329623422
208.72230355187247,457.65052168658127,160.822883943797,714.2807571256558,163.71316379570703,155.283611498445,264.7564918939666,134.46189051177288,697.5249099494583,363.90245945857527,131.64345787011217,210.28076469330236,513.5172830587107,374.89731927555846,234.3608329051593,726.6147534973398,148.00337833982033,210.261741645978,110.45361017187261,442.6612700474258
216.90550938138938,423.8171775659878,139.04315876734103,757.0006605016933,147.0136048126159,197.99494943053472,295.67718883945037,104.80935072788114,658.0045592547212,401.7959681231259,158.02847844613325,210.02142747824567,472.1493407810711,337.4566638844164,277.02707448911923,687.576904789566,123.0447073221762,243.21389762922678,145.04137340772803,483.6796460468437
250.9362468835461,600.3615577300066,293.6153946917634,544.4308955230223,285.68514137070554,18.027756377319946,200.124960961895,289.20926679482454,855.6430330459075,225.257630281418,146.71059948074645,279.08421668019855,678.4408596185816,529.4997639281816,67.11929677819934,882.9728195137153,294.0901222414653,151.53877391611692,119.40686747419514,287.80027797067885
245.20399670478457,581.2847839054451,274.35743110038044,571.4236606931848,268.01865606707304,12.36931687685298,192.66551326067673,260.1230478062257,833.261663584735,251.66843266488547,138.6001443000692,269.8184574857695,653.9143674824709,507.61008658221124,91.54780172128658,861.0836196328438,264.9396157617807,140.03570973148243,92.64987857520376,307.17584540455
281.18677067031444,615.9098960075248,309.2393894703584,547.7590711252531,303.606653418531,30.265491900843113,162.18816233005415,277.1299334247385,865.3554183108811,256.62813563598206,174.8742405273001,306.4000652741445,683.6965701244961,540.3711687349723,69.00724599634447,893.6128915811365,279.0017921089397,113.3181362359971,95.524865872714,274.0072991728505
